,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMT,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRK.B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,V,VZ,WBA,WFC,WMT,XOM
4/30/2002,24.27,,53.95,21.44,39.96,24.6,69.12,39.74,52.88,4.99,16.69,41.01,44.6,72.48,54.95,36.59,5.04,46,28.8,2433,43.3,54.62,,53.01,28.19,59.89,59.81,40.2,14.65,33.48,86.71,,71.58,23.18,,38.33,53.39,54.3,16,,51.67,97.09,31.55,31.12,,,,78.75,46.37,36.68,83.76,28.61,63.86,34.34,,,55.51,66.05,62.9,42.29,,28.4,41.04,44.69,34.14,125.8,54.43,54.34,47.72,52.26,63.49,,53.33,34.81,10.04,28.75,51.9,36.35,90.26,,,30.16,70.17,22.82,54.75,28.35,33.75,31.06,43.65,18.9,30.93,87.81,56.8,60.04,23.7,,40.11,37.77,51.15,55.86,40.17
3/28/2002,23.67,,52.6,26.7,40.29,27.09,72.14,37.77,59.68,5.5,14.3,40.96,48.25,68.02,64.3,42.02,5.23,44.6,40.49,2369,49.52,56.85,,57.15,33.45,63.85,62.8,39.82,16.93,34.33,90.27,,71.02,23.08,,37.8,57.39,52.97,16.49,,58.1,93.95,37.4,35.99,,,,90.25,48.61,38.27,104,30.41,64.95,35.65,,,52.26,76.2,57.58,43.49,,27.75,38.65,45.21,31.5,115,52.67,57.58,57.31,60.31,59.55,,60.01,44.36,12.8,29.15,51.5,39.74,90.09,,,37.64,74.2,23.13,58.82,26.49,32.63,37.44,43.12,20.73,33.1,76.42,62.14,60.8,22.57,,46.1,39.19,49.4,61.3,43.83
2/28/2002,21.7,,56.55,26.19,36.38,29.28,73.97,35.02,57.98,4.84,14.1,36.45,45.96,63.95,62.82,37.64,4,44.5,47,2425,45.25,55.51,,55.98,34.74,49.27,59.11,41.26,14.27,27.32,84.44,,67.23,23,,35.3,57.59,49.28,14.88,,57.86,90.88,38.5,70.46,,,,80.94,50,38.12,98.12,28.55,60.9,29.25,,,47.39,75.73,56.41,45.25,,26.1,39.1,44.54,31.88,117.9,52.66,61.33,49.12,58.34,53.11,,58.86,51.01,16.62,26.84,50.5,40.96,84.79,,,33.25,72.95,23.01,58.21,25.4,30.78,37.84,41.9,20.35,29.35,72.49,60.67,58.94,20.85,,46.8,40.24,46.9,62.01,41.3
1/31/2002,24.72,,57.7,25.78,33.7,29.3,74.15,32.26,55.5,5.16,14.19,35.85,40.95,63.03,59.46,40.98,6.3,43,45.37,2453,47.4,50.28,,57.15,35.8,50.17,58.47,46,19.8,27.2,83.8,,63.74,21.06,,34.87,57.94,49.24,15.3,,53.55,89.56,37.15,65.42,,,,86.98,50.09,33.61,107.89,35.04,57.51,34.05,,,43.75,75.1,52.97,46.07,,27.18,37.06,49.27,30.38,111,50.11,59.18,55,63.71,53.61,,59.91,65.74,17.26,25.95,50.09,41.67,81.68,,,44.05,68.73,23.77,56.39,24.65,30.29,37.45,44.41,21.96,31.21,74.35,62.05,57.48,20.82,,46.35,36.28,46.39,59.98,39.05
12/31/2001,21.9,,55.75,26.92,31.05,31.39,79.4,33.7,56.44,9.47,10.82,35.69,38.78,62.95,68.93,40.8,5.82,41.7,51,2525,50.48,52.25,,57.75,36,53.95,60.26,44.38,18.11,29.6,89.61,,60.31,20.72,,39.26,57.1,47.88,15.72,,51.88,79.64,40.08,65.72,,,,92.75,51.01,33.82,120.96,31.45,59.1,36.35,,,47.15,78.54,46.67,46.41,,26.47,34.03,51.21,31.68,118.2,45.85,58.8,55.94,66.25,56.4,,56.24,66.9,13.81,26.53,48.69,39.85,79.13,,,50.5,64.63,19.05,54.95,25.35,29.33,39.17,41.05,23.86,28,70.77,57,54.5,20.93,,47.46,33.66,43.47,57.55,39.3
11/30/2001,21.3,,55,22.6,32.08,29.93,82.4,34.24,66.43,8.8,11.32,32.91,35.1,61.38,70.3,39.24,4.2,38.78,53.76,2333,47.9,47.42,,58.36,37.85,50.03,55.63,40.88,20.44,26.95,85.01,,58.65,20.47,,36.15,54.06,44.61,18.94,,45.86,83.15,38.5,72.21,,,,89,46.65,33.14,115.59,32.66,58.25,37.72,,,46.96,82.67,46.45,45.31,,26.84,33.12,47.28,27.43,114.6,47.17,67.75,55.5,64.21,55.4,,52.99,54.64,14.03,25,48.63,43.31,77.46,,,58.72,60.2,17.72,48.01,22.75,28.89,37.38,37.54,21.7,32.05,71.45,55.05,56.22,18.98,,47,33,42.8,55.15,37.4
10/31/2001,17.56,,52.98,17.57,26.4,47.68,78.6,31.38,56.82,11.02,6.98,29.43,32.6,58.99,59.98,34.01,4.81,43.25,53.45,2354,45.52,44.72,,57.52,35.67,41.31,54.41,37.83,16.92,23.9,88.55,,55.74,18.59,,38.41,49.02,42.07,16.05,,41.08,81.6,36.41,62.9,,,,78.16,38.23,29.55,108.07,24.42,57.91,35.36,,,47.88,76.5,48.77,34.1,,26.07,33.75,40.3,26.9,104.4,46.8,63.81,48.92,58.15,53.1,,49.36,42.86,13.56,25.32,48.71,41.9,73.78,,,49.12,53.89,17.12,48.42,23.9,27.5,38.11,31.15,21.14,27.99,65.75,52.01,51,17.78,,49.81,32.38,39.5,51.4,39.45
9/28/2001,15.51,,51.85,12.75,23.98,54.71,78,37.35,58.77,13.89,5.97,29.06,33.5,58.4,49.57,35,3.79,44.22,55.56,2330,40.5,44.8,,58.25,35.55,46.03,53.94,35.56,12.18,33.2,84.75,,47.18,18.62,,37.85,47.06,44.6,17.35,,36.75,88.32,37.2,56.17,,,,71.35,38.37,26.4,91.72,20.44,55.4,33.82,,,46.85,80.7,43.75,31.65,,27.14,34.37,43.5,29.7,98.4,48.29,66.6,46.35,51.17,53.55,,46.81,27.47,12.58,24.34,48.5,40.1,72.79,,,47.54,46.5,14.94,45.7,23.98,26.91,47.12,31.75,18.05,24.98,66.5,46.9,51.98,22.18,,54.11,34.43,44.45,49.5,39.4
8/31/2001,18.55,,49.7,14.9,33.61,56.1,78.2,33.93,64.3,14.47,8.94,36.42,51.2,61.5,59.27,39.7,5.52,38.05,56.14,2312,45.8,50,,54.15,36.49,55.61,57.5,37.41,16.33,36.11,90.75,,55.57,25.43,,39.31,53.6,54.6,19.87,,42.1,78.96,40.9,60.71,,,,80.1,45.95,37.26,99.95,27.96,52.71,39.02,,,48.67,77.63,39.86,37.2,,30.03,32.25,45.54,30.5,104.1,47.4,65.1,53.35,57.05,54.35,,50,84.71,12.21,27.52,47,38.31,74.15,,,58.85,68.4,16.87,49,23.17,29.3,40.91,34.65,21.67,33.1,68.06,53.27,55.23,24.24,,50,34.35,46.01,48.05,40.15
7/31/2001,18.79,,53.59,,37.49,65.85,83.25,34.96,62.71,16.95,12.49,40.33,58.53,63.62,53.98,44.86,8.87,39.85,59.14,2296,50.21,55.1,,54.2,37.3,64.27,57.09,43.05,19.22,36.01,91.39,,56.59,26.35,,38.61,57.36,56.5,25.47,,41.37,80.89,43.5,51.29,,,,83.16,50.37,36.87,105.21,29.81,54.1,42.88,,,44.6,79.28,39.62,38.18,,29.14,30.95,48.03,29.65,111.9,45.5,67.98,59.82,66.19,54,,47.55,80.9,18.08,27.64,46.63,41.22,71.02,,,63.23,73.4,18.04,53.75,23.5,28.35,45.03,38.7,22.8,34.5,67.42,53.69,56.83,23.74,,54.15,33.7,46.06,55.9,41.76
6/29/2001,23.25,,48,,47,61.64,85.01,43.99,60.68,20.67,14.15,38.8,55.6,60.03,67.69,48,9.05,34.29,52.3,2300,52.84,50.05,,58.99,42.95,60.15,57,41.08,18.2,38.6,90.5,,56,28.89,,39.01,60.5,64.12,24.55,,40.2,77.81,49,58.19,,,,85.8,47.24,34.9,113.5,29.25,49.96,43.71,,,45,74,37.05,72.55,,27.06,,46.01,30.98,114.1,49.5,63.91,64.23,73,60.21,,41.99,92.75,19,26.59,44.2,40.05,63.8,,,58.48,73.26,23,52.65,23.25,29.97,40.06,34.6,22.02,31.9,61.75,54.91,57.8,22.79,,53.5,34.46,46.43,48.8,87.35
5/31/2001,19.95,,51.98,,39.77,60.1,81,45.02,66.38,24.74,16.69,42.12,62.89,59.25,61.6,54.61,5.4,36.4,54.24,2272,51.25,54.16,,56.64,40.46,65.11,64.74,38.91,19.26,54.9,96.05,,62.98,31.62,,45.72,67.71,67.82,24.35,,40,77.52,49,51.75,,,,95.1,49.29,48.4,111.8,27.01,96.95,48.31,,,47.4,84.7,38.29,69.53,,30.28,,42.98,31.85,118.6,51.41,72.99,65.01,69.18,58.25,,41.1,85.61,15.3,29.97,44.76,42.89,64.24,,,60.74,83.31,19.52,63.03,23.54,27.12,43.05,37.8,27.91,34.12,57.5,57.5,59.45,22.3,,54.85,40.19,47.08,51.75,88.75
4/30/2001,25.49,,46.38,,44.92,49.8,81.8,41.75,61.14,26.8,15.78,42.44,61.8,56,49.2,50.2,4.85,33.8,56,2275,49.15,50.2,,55.85,43.15,62.86,59.6,34.93,16.98,58.95,96.56,,56.01,30.25,,46.76,66.65,69.05,29.48,,42.07,77.08,48.53,48.98,,,,91.1,47.1,48.88,115.14,30.91,96.48,47.16,,,46.19,85,35.16,63,,27.5,,44.6,29,119,50.11,75.97,62.79,67.75,59.9,,41.81,83.3,16.16,30.12,43.81,43.3,60.05,,,57.36,78.08,19.35,66.3,23.39,26.47,41.25,38.45,26.36,38.7,65.48,56.89,57.45,21.18,,55.07,42.78,46.97,51.74,88.6
3/30/2001,22.07,,47.19,,34.97,52.6,80.5,41.94,60.19,18.5,10.23,41.3,55.71,54.75,40,49.24,2.53,36,59.4,2176,44.98,44.38,,55.26,41.19,55.5,55.05,39.25,15.81,58.49,87.8,,54.56,28.6,,42.74,62,65.6,28.12,,41.68,62.74,41.86,32.5,,,,85.1,43.1,40.8,96.18,26.31,87.47,43.77,,,45.16,76.66,35.65,58.45,,26.55,,45.74,30.05,103.9,47.45,75.9,53.5,54.69,61.3,,40.55,64.92,14.98,24.75,43.95,40.95,62.6,,,56.63,73.3,42.44,57.61,35.09,25.6,44.63,36.08,22.48,30.98,59.26,56.25,56.9,23.2,,49.3,40.8,49.47,50.5,81
2/28/2001,18.25,,48.99,,29.06,55.5,81.8,39.86,72.06,28.94,10.19,43.88,62.2,50.7,56.38,51.78,2.69,39.4,63.41,2339,49.18,41.6,,59.05,42.56,55.25,53.31,41.75,23.69,61,85.66,,63.44,30.95,,40.75,66.9,65.37,27.81,,40.93,68.18,46.5,37.38,,,,91.75,42.5,46.73,99.9,28.56,97.33,45.49,,,53.03,79.46,37.46,55.88,,29.4,,51.18,30.85,112.8,48.18,80.2,65.13,59,65.05,,39.05,44.69,19,23.99,46.08,45,70.5,,,54.81,77.91,47.63,63.75,30.95,25.61,47.7,39,27.9,29.55,59.23,54.94,56.53,23.2,,49.5,44.32,49.64,50.09,81.05
1/31/2001,21.62,,44.86,,43.69,52.06,85.02,38.88,70.31,36.2,17.31,47.1,58.5,53.82,58.81,54.73,2.66,39.92,61.89,2250,55.97,44.22,,60.08,42.31,63.02,58.63,46.25,37.44,59.2,83.28,,64.48,30.45,,36.57,76,60.51,28.19,,45.38,70.98,45.98,67.69,,,,113.8,48.2,47.25,112,37,93.13,53.61,,,58,78.8,34.68,53.45,,29.35,,54,32.82,110.7,44,82.18,84.8,61.06,58,,55.02,51.63,29.13,22.71,44.07,45.15,71.84,,,84.06,74.98,49.94,76.8,29.18,26.33,48.35,37.98,29.65,43.8,56.41,52.98,61.9,29.55,,54.95,40.94,51.51,56.8,84.15
12/29/2000,14.88,,48.44,,58.19,51.19,98.56,43.56,63.94,37.88,15.56,54.94,66,45.88,189.56,55.19,1.31,42,73.94,2354,51.06,47.31,,64.55,41.31,65.81,56.88,39.94,38.25,59.94,84.44,,68.38,28.94,,85.25,78.81,70.21,23.44,,39.96,78,47.94,82.94,,,,106.9,45.69,47.31,85,30.06,105.1,45.44,,,60.94,93.06,33.95,44.5,,34,,60.38,35,120.5,44,93.63,79.25,43.38,71.75,,55.81,32.77,29.06,24.25,49.56,46,78.44,,,82.19,78.63,44.25,79.94,33.25,24,47.75,32.25,29.75,47.38,61.38,50.75,58.75,29.19,,50.13,41.81,55.69,53.13,86.94
11/30/2000,16.5,,55.06,,63.38,46,96.94,38.25,63.63,30.13,24.69,54.94,69.06,39.94,174.06,55.19,2.5,43.63,69.31,2174,49.81,39.31,,58.75,37.5,55.81,56.5,32.63,47.88,56.88,81.88,,65.19,28.94,,89.94,72.88,66.25,22.75,,47.92,76.25,49.56,81.44,,,,82.13,39.19,48.75,93.5,38.06,100,36.88,,,62.63,93.69,34.1,40.06,,31.88,,53.25,29.63,99.88,38.19,92.69,63.38,57.38,66.25,,42.63,40.5,26.5,21.63,45.38,44.31,74.88,,,80.25,70.81,45.56,62,31.56,22.94,54.94,30.06,29,37.31,117.31,46.5,60.69,24.19,,56.19,44.56,47.44,52.19,88
10/31/2000,19.56,,52.81,,76.06,62.56,98,40.25,57.94,40.94,36.63,60,67.81,48.06,196.12,57.56,5.75,42.63,60.94,2103,52.63,35.06,,58.76,40.13,63.13,61.75,36.63,53.88,52.94,82.13,,63.13,35.81,,86.44,73.44,60.12,26.13,,46.86,71.56,54.81,86,,,,99.81,43,53.81,98.5,45,92.13,45.5,,,60.38,89.38,35.85,45.69,,31,,54.31,27.63,96.63,36.63,89.94,80.31,68.87,66,,39.94,62.14,33,19.88,48.44,43.19,71.44,,,65.11,69.81,44.69,76.13,29.38,22.31,57.69,27.62,29,49.06,109.38,46.88,60.75,24.19,,57.81,45.63,46.31,45.38,89.19
9/29/2000,25.75,,47.56,,155.3,65,95.69,34.75,69.83,37.69,38.44,60.75,64.5,52.38,175.36,56.5,11.88,32,57.5,2070,54.06,31,,47.2,40.69,70.06,62.75,34.94,55.25,46.31,85.25,,49.75,38.25,,85.77,67,60.58,25.5,,44.34,62.81,57.81,109.7,,,,114.1,52.94,35.62,112.62,41.56,93.94,46.19,,,55.13,81.13,32.93,44.88,,30.19,,51.81,26.25,91.13,29.44,74.44,91.44,60.31,65.77,,40.06,81.88,78.75,21.81,46,44.92,67,,,71.25,69.38,40.06,82.31,32.46,23.44,49.88,25.62,26,47.5,98.75,38.94,56.38,22.75,,48.44,37.94,45.94,48.13,89.11
8/31/2000,60.94,,43.77,,130,61.66,89.14,29.08,75.81,36.38,41.5,59.02,53.64,53.58,139.63,52.46,27.19,41,53.02,1913,58.39,36.77,,50.94,36.69,60.33,61.86,34.44,68.63,37.14,84.52,,56.19,38.96,,74.83,66.21,48.2,24.25,,40.35,62.94,58.63,108,,,,129.5,48.06,38.88,132.02,74.88,91.96,55.88,,,52.64,73.02,28.38,44.83,,29.89,,51.27,24.31,93.02,29.75,69.89,107.58,69.81,53.38,,39.58,79.38,90.94,21.61,42.64,43.14,61.83,,,59.88,62.44,36.63,85.33,29.96,22.75,41.77,23.19,23.13,66.75,94.52,39.77,55.44,21.77,,43.52,32.89,43.21,47.63,81.64
7/31/2000,50.81,,41.5,,114.5,55.25,87.69,27.56,64.94,42.88,30.13,56.69,48.81,47.38,122.81,46.81,23.63,33.75,51.63,1825,70.5,34.06,,55.69,33.75,58.59,50.8,32.56,65.44,39.5,78.98,,50.94,38.56,,61.69,61.5,42.69,46.56,,39.63,56.44,51.69,74.13,,,,98.69,51.75,34,112.25,66.75,93.06,49.81,,,61.31,103.9,28.13,42.13,,31.69,,51.06,21,90.06,25.25,71.66,91.25,69.81,48.25,,43.75,60,75.19,20.25,45.81,43.38,57,,,64.94,58.38,37.5,73.92,24.44,26.13,42.56,29,20.75,59.5,81.81,43.19,58.75,19.19,,46.75,31.19,41.5,55.25,80.19
6/30/2000,52.38,,44.56,,130,53.75,117.5,22.25,70.25,41.69,36.31,52.13,41.81,43,117.31,46.5,37.99,29,58.25,1760,60.25,33.88,,59.88,38.88,44.63,50.69,33,63.56,40,84.81,,49.44,38.81,,56.38,60.38,40.31,43,,38,52.25,53,71.13,,,,94.77,49.94,33.69,109.56,133.7,101.9,46.06,,,57.44,99.88,24.81,41.06,,32.94,,49.81,21.06,83,26.56,76.63,83.25,80,49.5,,39.81,63.56,84.06,21.06,44.44,48,56.75,,,60,58.88,38.19,74.63,23.31,22.19,44,58,21.06,68.69,85.75,37.19,58.9,19.25,,50.81,32.19,38.75,57.63,78.5
5/8/2020,,82.95,93.64,187.745,,192.04,27.11,101.84,,237.39,,88.385,132.49,23.375,,35.12,,499.255,61.21,176.26,45.54,110.46,,68.86,,61.51,42.36,,,62.755,94.84,46.7289,162,107.77,34,81.28,56.06,,5.09,,119.93,132.32,6.195,,23.77,,,183.815,233.11,136.06,121.7594,,148.26,92.4799,,15.18,45.94,152.81,377.785,113.01,280.05,180.48,,98.77,35.06,148,36.55,76.245,39.85,,228.34,,90.005,,53.34,14.685,,37.215,115.63,71.84,,,58.15,,17.545,55.145,58.13,29.618,115.8497,332.77,,286.13,158.08,94.28,34.72,184.15,56.5,,25.54,122.255,45.755
