,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMT,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRK.B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,V,VZ,WBA,WFC,WMT,XOM
8/31/2017,164,75.3,50.94,130.76,155.16,229.48,60.48,90.5,177.77,148.05,980.6,86.1,239.66,23.89,316.56,52.28,1852.08,419.01,60.48,181.16,68.03,117.49,398.54,71.64,40.61,79.61,43.66,156.74,32.21,77.34,107.62,,83.42,101.2,,87.3,59.04,37.87,11.03,171.97,214.38,201.35,24.55,83.71,36.54,939.33,955.24,223.74,149.87,138.27,143.03,35.07,132.37,90.89,80.75,19.33,45.55,81.29,305.39,73.89,133.3,159.97,40.66,80.62,46.83,204.32,63.4,63.86,45.5,74.77,150.51,174.71,52.81,169.44,50.33,59.7,115.73,33.92,92.27,116.93,61.68,52.27,119.72,54.86,63.51,48.26,156.85,37.46,54.53,187.14,82.82,198.9,105.3,114.36,51.25,103.52,47.97,81.5,51.07,78.07,76.33
7/31/2017,148.73,69.91,49.18,128.82,146.49,252.33,65.45,91,174.51,136.33,987.78,85.23,242.46,24.12,289.59,53.03,2028.5,426.53,56.9,174.97,68.45,113.95,391.97,72.2,40.45,86.18,45.37,158.51,31.45,79.93,109.19,,81.49,109.93,,85.12,59.61,38.34,11.22,169.25,208.03,196.33,25.61,76.09,35.98,930.5,945.5,225.33,149.6,136.12,144.67,35.47,132.72,91.8,87.46,20.43,45.84,82.66,292.13,77.4,127.8,155.14,44.02,83.97,55,201.17,64.97,63.88,46.9,72.7,146.09,181.66,59.05,162.51,49.93,61.93,116.61,33.16,90.82,116.71,58.55,53.19,118.57,53.98,68.6,47.93,158.5,39,56.67,175.53,81.38,191.81,102.96,110.29,52.78,99.56,48.4,80.67,53.94,79.99,80.04
6/30/2017,144.02,72.51,48.61,123.68,141.44,243.09,62.52,88.44,172.23,132.32,968,84.24,197.75,24.26,271.36,51.02,1870.52,422.41,55.72,169.37,66.88,107.46,336.85,74.13,38.92,82.62,43.96,159.93,31.3,80.46,104.33,,84.39,106.25,,83.59,59.62,36.07,11.19,150.98,217.33,198.1,27.01,70.78,34.93,908.73,929.68,221.9,153.4,133.29,153.83,33.74,132.29,91.4,85.64,19.16,44.85,82.3,277.61,77.53,121.45,153.16,43.19,88.75,54.94,208.19,74.47,64.09,44.56,68.93,140.13,149.41,59,144.56,50.14,59.87,115.49,33.59,87.15,117.45,53.67,55.22,122.11,58.31,65.84,47.88,161.76,37.73,52.29,174.47,76.93,185.42,108.91,110.59,51.92,93.78,44.66,78.31,55.41,75.68,80.73
5/31/2017,152.76,66.02,45.66,124.47,141.86,223.75,63.63,86.34,155.24,131.19,994.62,76.94,187.63,22.41,247.77,47.12,1877.09,409.24,53.95,165.28,60.54,105.43,345.55,76.36,41.69,76.92,44.69,180.43,31.53,76.83,103.48,,84.94,107.94,,85.68,59.12,36.31,11.12,151.46,193.84,203.25,27.38,64.89,33.93,964.86,987.09,211.26,153.51,132.99,152.63,36.11,128.25,82.15,92.2,18.76,45.47,79.57,281.13,78.77,122.88,150.89,46.59,84.28,50.59,204.47,75.44,65.11,41.74,69.84,141.44,163.07,52.99,144.35,45.39,58.93,116.87,32.65,88.09,119.8,52.21,57.27,121.28,63.61,69.59,50.61,154.25,38.53,55.15,172.79,82.49,175.18,110.3,105.97,50.89,95.23,46.64,81.02,51.14,78.6,80.5
4/28/2017,143.65,65.94,43.64,121.3,133.74,243.86,60.91,81.29,163.32,125.94,924.99,79.25,184.83,23.34,271.21,47.06,1846.82,384.57,56.05,165.21,59.12,102.26,345.16,72.04,39.19,80.38,47.91,177.52,34.07,82.44,106.7,,83.33,115.6,,82.5,60.28,34.63,11.47,150.25,189.7,193.79,28.99,68.55,34.64,905.96,924.52,223.8,156.1,131.14,160.29,36.15,123.47,87,90.39,20.63,43.15,82.06,269.45,84.88,116.32,139.93,45.03,83.09,51.81,195.83,71.78,62.33,43.37,68.46,133.56,152.2,55.41,104.3,44.96,61.54,113.28,33.92,87.33,110.84,47.72,53.74,118.99,60.06,72.59,49.8,165.26,39.63,55.85,165.33,79.18,174.88,111.96,107.46,51.28,91.22,45.91,86.54,53.84,75.18,81.65
3/31/2017,143.66,65.16,44.41,119.88,130.13,238.92,62.43,81.49,164.07,121.54,886.54,79.11,176.86,23.59,273.42,47.23,1779.97,383.51,54.38,166.68,59.82,92.76,327.32,73.19,37.59,86.66,49.87,167.69,33.8,78.5,107.37,,85.53,113.39,,82.01,59.86,35.98,11.64,142.05,195.15,187.2,29.8,67.92,35.36,829.56,847.8,229.72,146.83,124.87,174.14,36.07,124.55,87.84,90.81,21.74,42.44,84.11,267.6,82.21,112.47,129.61,43.08,80.56,52.82,191.33,71.42,63.54,42.84,65.86,128.37,147.81,55.73,108.93,44.61,63.36,111.86,34.21,89.85,112.9,43.02,57.34,112.21,58.39,78.1,49.78,172.03,41.55,55.19,153.6,80.56,164.01,105.92,107.3,51.5,88.87,48.75,83.05,55.66,72.08,82.01
2/28/2017,136.99,61.84,45.08,122.5,118.34,244.82,63.92,82.16,176.53,114.79,845.04,80.06,180.23,24.68,288.6,47.14,1724.13,387.46,56.71,171.42,59.81,96.66,323.06,72.98,37.42,93.86,47.57,177.18,34.18,80.58,112.5,,85.55,110.09,,82.55,60.1,36.71,12.53,135.54,192.98,189.81,29.81,70.48,36.84,823.21,844.93,248.06,144.91,124.5,179.82,36.2,122.21,90.62,91.51,21.31,41.96,82.81,266.58,74.37,110.46,127.65,43.92,80.91,52.44,186.35,74.92,65.87,45.67,63.98,131,142.13,57.16,101.48,42.59,65.55,110.38,34.12,91.07,109.35,42,56.48,112.55,56.87,80.36,50.82,184.4,41.79,58.77,157.68,76.62,165.38,107.94,105.76,55,87.94,49.63,86.38,57.88,70.93,81.32
1/31/2017,121.35,61.11,41.77,113.87,113.38,218.89,64.26,75.21,156.68,103.5,823.48,76.38,163.42,22.64,277.24,44.73,1575.13,373.98,49.16,164.14,55.83,95.66,323.95,64.58,75.42,87.39,48.76,163.95,30.72,78.81,111.35,,83.92,110.65,,78.54,58.66,35.88,12.36,130.32,189.11,181.08,29.7,72.45,36.61,796.79,820.19,229.32,137.58,118.32,174.52,36.82,113.25,84.63,89.29,22.34,41.57,77.03,251.33,73.08,106.33,122.57,44.28,76.02,54.41,174.82,71.18,61.99,42.49,64.65,123.72,140.71,52.9,109.18,40.11,67.77,103.78,31.73,87.6,96.13,39.78,53.43,109.67,55.22,83.71,49.43,183.77,42.16,64.48,152.39,75.54,162.1,106.58,109.13,52.65,82.71,49.01,81.94,56.33,66.74,83.89
12/30/2016,115.82,62.62,38.41,117.13,102.95,210.01,65.31,74.12,146.21,105.68,749.87,74.08,155.68,22.1,283.58,47.38,1466.06,380.54,58.44,162.98,59.43,92.74,287.92,65.44,69.05,87.24,50.14,160.11,30.22,78.91,117.7,,77.84,104.22,,77.62,55.75,35.49,12.13,115.05,186.2,172.66,31.6,71.61,34.84,771.82,792.45,239.45,134.08,115.85,165.99,36.27,115.21,86.29,87.32,20.71,41.46,73.55,249.94,71.12,103.25,121.72,44.33,71.23,53.89,178.57,67.62,58.87,42.25,62.14,119.46,123.8,50.83,106.74,38.45,71.23,104.63,32.48,84.08,91.49,39.47,65.2,109.62,55.52,83.95,49.19,177.67,42.53,72.23,141.1,72.97,160.04,103.68,114.64,51.37,78.02,53.38,82.76,55.11,69.12,90.26
11/30/2016,110.52,60.8,38.07,119.43,102.81,194.3,63.33,69.92,144.07,102.27,750.57,72.04,150.56,21.12,294.07,47.42,1503.68,370.79,56.44,157.44,56.39,95.56,275.31,65.23,69.51,84.04,48.52,150.11,29.82,76.89,111.56,,78.17,99.12,,73.77,56.44,32.51,11.96,118.42,191.67,175.35,30.76,73.7,34.53,758.04,775.88,219.29,129.4,113.94,162.22,34.7,111.3,80.17,81.65,22.2,40.35,67.12,265.25,70.55,102.2,119.27,41.24,73.01,55.01,171.74,63.93,61.19,41.36,60.26,114.23,117,50.07,92.2,40.19,71.36,100.1,32.14,82.46,88.28,39.28,68.13,107.72,57.97,84.05,46.82,179.65,38.63,77.24,140.11,73.93,158.32,101.33,115.92,49.62,77.32,49.9,84.73,52.92,70.43,87.3
10/31/2016,113.54,55.78,39.24,116.24,107.51,208.94,61.7,67.9,141.16,117.19,789.82,66.42,142.43,16.5,280.18,43.27,1474.23,341.24,50.91,144.3,49.15,83.46,249.89,71.36,61.82,74.04,43.45,147.87,30.68,84.1,104.75,,78.55,92.69,,80.02,50.68,34.07,11.74,130.99,174.32,150.74,29.1,73.63,31.6,784.54,809.9,178.24,122.01,109.68,153.69,34.87,115.99,69.26,88.95,20.43,42.4,73.84,246.38,66.65,107.02,112.57,44.94,82.02,46.96,165.3,66.12,58.72,33.57,59.92,128,124.87,50.18,71.16,38.42,72.91,107.2,31.71,86.8,96.44,41.66,68.72,102.2,53.07,78.23,51.57,185.96,36.79,68.73,147.03,70.85,141.33,88.18,107.76,44.76,82.51,48.1,82.73,46.01,70.02,83.32
9/30/2016,113.05,63.07,42.29,122.17,108.54,230.31,59.34,69.18,166.81,113.33,837.31,64.04,131.74,15.65,313.03,39.88,1471.49,362.46,53.92,144.47,47.23,88.77,269.97,74.14,66.34,71.83,43.47,152.51,31.72,88.99,102.92,,78.39,92.86,,80.04,54.51,33.29,12.07,128.27,174.68,155.16,29.62,79.12,31.77,777.29,804.06,161.27,128.68,116.59,158.85,37.75,118.13,66.59,89.51,23.13,42.32,80.26,239.72,72.21,101.77,115.36,43.9,86.4,44.43,176.23,63.23,62.41,32.06,57.6,122.32,98.55,52.65,68.52,39.28,72.92,108.77,33.87,89.75,97.22,40.97,68.5,101.6,54.14,78.64,51.3,207.01,40.61,68.68,159.06,70.18,140,97.53,109.36,42.89,82.7,51.98,80.62,44.28,72.12,87.28
8/31/2016,106.1,64.1,42.02,115,102.31,234.54,59.83,68.96,170.06,113.38,769.16,65.58,129.45,16.14,305.63,41.67,1416.73,372.81,57.39,150.49,47.74,81.95,257.21,74.34,65.26,71.6,41.05,162.09,31.44,93.4,100.58,,81.41,94.46,,79.66,52.68,34,12.6,126.12,164.93,152.22,31.24,78.38,31.92,767.05,789.85,169.46,134.12,116.71,158.88,35.89,119.34,67.5,89.49,21.85,43.43,77.75,242.97,76.56,96.63,115.66,45.02,87.03,43.4,179.24,66.09,62.79,32.06,57.46,120.94,97.45,57.65,61.34,41.22,76.85,106.75,34.8,87.31,99.93,37.15,63.07,106.43,56.23,79,51.33,215.47,40.88,70.19,152.19,69.54,136.05,95.53,109.22,44.15,80.9,52.33,80.71,50.8,71.44,87.14
7/29/2016,104.21,66.23,44.75,112.81,97.86,252.95,54.44,68.33,172.03,115.77,758.81,64.46,133.66,14.49,289.93,39.4,1350.81,366.25,74.81,144.27,43.81,82.76,234.87,74.43,67.25,67.08,40.82,167.22,30.53,92.72,102.48,,81.44,95.95,,85.59,55.9,37.28,12.66,123.94,161.9,146.89,31.14,79.47,31.54,768.79,791.34,158.81,138.24,116.33,160.62,34.86,125.23,63.97,86.39,20.33,43.63,82.89,252.73,82.28,95.24,117.65,43.98,87.63,42.74,178.36,67.7,58.66,28.73,56.68,128.29,91.25,55.5,57.1,41.04,74.73,108.92,36.89,85.59,100.26,37.24,62.58,107.65,58.05,80.52,53.5,227.04,43.29,75.33,158.84,69.75,143.2,93.05,108.1,42.17,78.05,55.41,79.25,47.97,72.97,88.95
6/30/2016,95.6,61.91,39.31,113.29,95.79,231.09,52.89,69.95,152.15,113.61,715.62,60.76,129.87,13.27,241.82,38.85,1248.41,342.53,73.55,144.79,42.39,75.81,228.64,73.2,65.19,63.51,43.6,157.04,28.69,95.74,104.83,,101,97.82,,85.79,52.16,36.36,12.57,114.28,151.78,139.24,31.48,83.42,28.3,692.1,703.53,148.58,127.69,116.32,151.78,32.8,121.3,62.15,88.48,18.72,45.33,78.75,248.17,79.17,88.06,120.34,45.51,86.77,39.83,175.12,68.96,57.61,25.98,51.17,130.4,91.48,55.2,47.01,40.94,75.56,105.94,35.21,84.67,101.72,36.51,53.57,102.55,57.12,79.08,53.63,216.9,43.21,69.82,147.76,62.65,141.2,87.25,107.72,40.33,74.17,55.84,83.27,47.33,73.02,93.74
5/31/2016,99.86,62.93,39.63,118.97,99.47,235.75,57.88,67.52,157.95,105.78,722.79,65.76,126.15,14.8,289.73,42.06,1264.33,363.85,71.7,140.54,46.57,72.51,218.94,70.41,63.3,73.24,43.79,148.77,29.05,96.45,101,,98.37,99.22,,78.23,52.02,34.27,13.49,118.81,164.97,141.87,30.23,87.06,31.28,735.72,748.85,159.48,132.12,113.83,153.74,31.59,112.69,65.27,83.19,18.08,44.6,75.03,236.23,80.13,95.9,122.06,44.49,80.48,45.55,168.32,63.64,56.26,27.37,53,120.12,102.57,55.22,46.72,40.2,75.44,101.18,34.7,81.04,98.68,37.79,54.92,100.58,54.89,76.3,49.44,197.64,39.15,68.78,151.77,60.6,133.67,84.19,103.09,42.82,78.94,50.9,77.4,50.72,70.78,89.02
4/29/2016,93.74,61,38.9,112.92,94.22,216.56,55.82,65.05,158.3,104.88,659.59,65.43,134.8,14.56,274.99,40.24,1343.66,356.33,72.18,145.48,46.28,77.72,212.24,70.92,60.76,72.39,47.79,148.13,27.49,100.5,102.18,,96.75,103.26,,78.78,54.63,35.09,13.56,117.58,165.11,140.52,30.75,88.21,31.8,693.01,707.88,164.11,133.89,114.27,145.94,30.28,112.08,63.2,78.07,17.76,44.8,75.53,232.38,76.02,96.99,126.49,42.96,79.15,45.1,167.38,62.71,54.84,27.06,49.87,117.58,90.03,58.94,35.53,39.86,76.65,102.96,32.71,80.12,98.12,39.18,50.52,104.37,56.23,80.34,50.1,201.17,38.82,79.5,144.25,57.04,131.68,87.23,105.07,42.69,77.24,50.94,79.28,49.98,66.87,88.4
3/31/2016,108.99,57.12,41.83,115.4,93.8,268.03,54.05,67.37,149.93,102.37,593.64,61.4,126.94,13.52,260.32,36.83,1288.96,340.57,63.88,141.88,41.75,76.54,202.43,70.65,61.08,69.31,40.27,157.58,28.47,103.73,95.4,,94.86,99.31,,80.68,54.38,35.86,13.5,114.1,162.72,131.37,31.79,91.86,31.43,744.95,762.9,156.98,133.43,112.05,151.45,32.35,108.2,59.22,78.56,17.86,46.39,72.01,221.5,75.75,94.5,125.68,40.12,75,43.94,166.63,62.66,52.91,25.01,55.23,118.34,102.23,61.47,35.63,40.91,68.43,102.48,29.64,82.31,98.11,38.6,51.14,100.1,59.7,73.75,51.73,207.69,39.17,82.28,141.59,57.42,128.9,79.55,105.47,40.59,76.48,54.08,84.24,48.36,68.49,83.59
2/29/2016,96.69,54.61,38.74,100.26,85.15,290.11,50.2,63.46,142.28,92.2,552.52,55.58,118.18,12.52,259.42,35.39,1265.21,311.96,61.93,134.17,38.85,67.7,179.56,65.64,57.73,65.73,33.83,150.03,26.18,97.17,83.44,,89.27,95.52,,74.28,48.83,31.49,12.51,106.92,136.88,136.27,29.14,87.25,29.44,697.77,717.22,149.53,124.12,101.35,131.03,29.59,105.21,56.3,77.02,18.09,43.13,72,215.79,67.53,86.92,117.19,40.53,77.39,39.56,156.87,61.57,50.21,24.7,50.88,112.82,93.41,61.59,31.36,36.78,68.82,97.82,29.67,80.29,91.03,38.14,50.79,96.62,58.21,71.72,48.18,189.73,36.95,78.45,129.19,53.02,119.1,78.86,96.55,38.52,72.39,50.73,78.94,46.92,66.34,80.15
1/29/2016,97.34,54.9,37.85,105.54,89.13,284.43,56.48,60.6,152.73,94.34,587,53.5,120.13,14.14,273.06,36.22,1064.97,314.26,62.16,129.77,42.58,62.24,171.36,67.53,55.71,65.62,39.08,151.12,23.79,96.59,86.47,,86.65,95.82,,75.3,45.98,29.57,11.94,112.21,132.88,133.77,29.1,83,29.64,742.95,761.35,161.56,125.76,103.2,124.79,31.02,104.44,59.5,78.06,16.45,42.92,79.1,211,71.66,89.03,123.78,43.1,75.92,44.65,151,61.11,50.67,25.88,55.09,111.71,91.84,62.01,29.29,36.31,68.83,99.3,30.49,81.69,90.01,36.14,45.34,87.69,60.77,72.27,48.92,186.28,36.06,72.42,132.06,52.93,115.16,72,93.2,40.06,74.49,49.97,79.72,50.23,66.36,77.85
12/31/2015,105.26,59.24,44.91,104.5,93.94,312.5,61.97,62.09,162.33,96.95,675.89,69.55,144.59,16.83,306.35,41.22,1274.95,340.52,68.79,132.04,51.75,67.96,183.1,66.62,56.43,72.18,46.69,161.5,27.155,97.77,89.96,,92.88,105.08,,71.39,47.83,27.77,14.09,104.66,148.99,137.36,31.15,101.19,34.01,758.88,778.01,180.23,132.25,103.57,137.62,34.45,102.72,66.03,72.76,14.92,42.96,84.26,217.15,76.04,97.36,118.14,44.84,76.92,48.21,150.64,58.21,52.82,31.81,55.48,103.89,114.38,62.5,32.96,36.53,67.61,99.92,32.28,79.41,87.91,36.2,49.985,96.07,60.03,69.75,46.79,194.44,34.41,72.61,141.85,54.81,117.64,78.2,96.23,42.67,77.55,46.22,85.155,54.36,61.3,77.95
11/30/2015,118.3,58.15,44.92,107.22,91.46,313.89,63.58,62.76,161.1,99.38,664.8,71.64,145.45,17.43,286.86,43.84,1248.85,363.72,67.01,134.09,54.09,72.65,187.36,65.68,60.86,78.51,54.05,161.42,27.25,94.09,91.32,,96.39,113.47,,67.76,50,27.31,14.33,104.24,158.54,146.46,29.94,105.96,36.2,742.6,762.85,190.02,133.88,103.95,139.42,34.77,101.24,66.68,73.69,23.57,42.62,82.04,219.16,76.6,97.92,114.16,43.66,75.34,51.09,156.58,57.6,53.01,34.3,54.35,99.86,123.33,132.28,31.72,38.97,75.59,100.16,32.77,74.84,87.39,35.26,48.79,96.05,61.39,77.15,44.54,186.24,33.67,72.5,138.4,58.12,112.71,83.95,103.01,43.89,79.01,45.45,84.03,55.1,58.84,81.66
10/30/2015,119.5,59.55,44.8,107.2,88.66,308.47,63.06,61.88,158.18,102.23,625.9,73.26,148.07,16.78,290.51,41.65,1454.24,351.97,65.95,136.02,53.17,72.99,190.94,66.35,62.62,78.9,53.35,158.12,28.85,98.78,90.88,,93.31,113.74,,71.47,47.23,27.92,14.81,101.97,156.05,148.58,28.92,108.13,34.91,710.81,737.39,187.5,123.64,103.28,140.08,33.86,101.03,64.25,77.97,27.35,42.35,81.57,219.83,73.83,98.99,112.25,46.16,73.92,50.38,157.21,60.47,54.66,32.97,52.64,102.66,108.38,131.03,28.37,38.84,74.54,102.19,33.82,76.38,88.4,36.01,59.42,98.41,62.57,78.16,45.1,201.46,33.51,77.18,130.78,56.72,117.78,89.35,103.02,42.18,77.58,46.88,84.68,54.14,57.24,82.74
9/30/2015,110.3,54.41,40.22,98.26,82.22,271.81,56.82,58.24,138.32,87.98,511.89,74.13,130.95,15.58,291.81,39.15,1236.86,297.47,59.2,130.4,49.61,65.36,175.85,63.46,56.88,72.52,47.96,144.57,26.25,96.48,78.88,,85.21,102.2,,71.94,44.17,29.7,13.57,89.9,143.98,137.95,25.22,98.19,30.02,608.42,638.37,173.76,115.49,94.69,144.97,30.14,93.35,60.97,70.58,27.68,40.12,83.69,207.31,68.92,90.12,98.53,41.87,66.94,47.15,141.77,54.4,49.39,31.5,44.26,97.55,103.26,122.97,24.65,36.12,66.15,94.3,31.41,71.94,79.33,31.04,53.73,88.99,56.84,68.97,44.7,183.72,32.58,78.66,122.28,49.52,116.01,88.41,98.69,41.01,69.66,43.51,83.1,51.35,64.84,74.35
8/31/2015,112.76,62.41,45.29,94.27,78.57,303.74,60.34,58.28,151.78,92.19,512.89,76.72,130.68,16.34,297.3,39.8,1248.64,302.47,59.47,134.04,53.48,76.44,181.61,62.81,56.33,77.75,49.15,140.05,25.88,102.4,80.99,,87.02,101.88,,70.91,47.72,30.76,13.87,89.43,150.61,142.03,24.82,105.07,29.44,618.25,647.82,188.6,116.46,99.27,147.89,28.54,93.98,64.1,72.66,32.41,39.32,82.35,201.18,69.17,92.37,95.02,42.36,72.29,50.1,142.14,53.58,53.85,34.45,43.52,98.41,115.03,111.75,22.48,37.09,73.01,92.93,32.22,70.67,79.8,35,56.58,91.61,54.71,77.37,43.41,179.32,33.2,77.71,125.37,47.84,115.7,85.74,97.65,42.35,71.3,46.01,86.55,53.33,64.73,75.24
7/31/2015,121.3,70.01,50.69,103.11,81.99,331.15,64.12,68.95,176.59,95.11,536.15,76.06,144.17,17.88,318.78,43.4,1243.57,336.32,65.64,142.74,58.46,78.63,185.86,68.02,62.41,81.3,50.34,145.3,28.42,112.47,88.48,,91.56,120,,74.22,51.75,32.09,14.83,94.01,171.42,149.11,26.1,117.86,31.51,625.61,657.5,205.07,117.03,105.05,161.99,28.95,100.21,68.53,,34.64,41.08,84.51,207.1,69.36,97.4,99.86,45.13,78.39,55.74,151.34,54.38,58.96,38.84,46.7,105.2,114.31,115.22,19.95,39.94,70.2,96.35,36.06,76.7,85.53,,64.39,100.31,57.93,82.82,44.73,187.22,34.74,81.85,139.53,49.98,121.4,97.59,102.36,45.21,75.34,46.79,96.63,57.87,71.98,79.21
6/30/2015,125.425,67.19,49.08,96.78,81.01,303.46,61.82,64.87,153.52,93.29,434.09,77.72,138.72,17.02,403.94,41.97,1151.37,345.98,66.54,136.11,55.24,84.82,171.25,65.41,60.14,87.97,61.41,135.06,27.46,104.88,96.47,,85.59,114.14,,70.62,55.43,31.42,15.01,85.765,170.4,141.69,26.57,117.08,33.33,520.51,540.04,208.79,111.13,101.97,162.66,30.415,97.46,67.76,,38.39,39.23,83.49,185.9,66.97,93.48,95.07,41.14,74.1,55.99,154.3,48.91,56.93,38.79,44.15,98.03,656.94,108.02,20.11,40.3,77.77,93.34,33.53,78.24,80.17,,62.63,110.93,53.615,86.19,41.9,173.02,35.52,81.63,129.76,51.51,122,95.37,96.91,43.4,67.15,46.61,84.44,56.24,70.93,83.2
5/29/2015,130.28,66.59,48.6,96.04,79.09,306.81,58.61,67.32,156.26,92.79,429.23,79.72,140.52,16.5,396.99,43.36,1172.04,365.78,64.6,143,54.08,85.32,179.02,66.79,58.46,83.56,63.68,142.59,29.31,102.38,103,,86.32,110.37,,75.73,60.31,33.83,15.17,79.19,173.22,140.16,27.27,112.27,35.97,532.11,545.32,206.19,111.42,104.2,169.65,34.46,100.14,65.78,,41.49,40.96,78.9,188.2,69.98,92.26,95.93,41.59,76.32,52.26,159.08,51.2,60.89,38.2,46.86,102.34,624.06,101.67,22.13,43.49,78.19,96.43,34.75,78.39,83.07,,69.68,117.17,51.96,90.77,43.69,181.4,34.54,79.32,129.63,55.92,120.21,100.91,99.22,43.11,68.68,49.44,85.84,55.96,74.27,85.2
4/30/2015,125.15,64.66,46.42,92.65,76.06,282.86,56.29,69.66,157.91,94.53,421.78,77.45,143.34,15.93,373.93,42.34,1237.81,363.94,63.73,141.21,53.32,86.88,187.06,67.28,57.76,80.85,67.92,143.05,28.83,99.29,111.06,,81.88,108.72,,77.57,58.83,34.02,15.8,78.77,169.57,137.32,27.08,100.51,35.06,537.34,548.77,196.42,106.98,100.92,171.29,32.55,99.2,63.26,,42.95,40.56,71.87,186.6,68.86,90.21,96.55,38.37,74.45,51.29,156.39,50.05,59.56,37.31,48.64,100.93,556.5,98.84,22.195,43.62,80.1,95.12,33.93,79.51,83.47,,68,113.75,49.58,94.61,44.3,181.49,34.64,78.83,125.68,54.21,111.4,106.23,100.53,42.87,66.05,50.44,82.93,55.1,78.05,87.37
3/31/2015,124.43,58.54,46.33,93.69,73.94,297.62,54.79,71.17,159.85,94.15,372.1,78.12,150.08,15.39,422.24,40.24,1164.15,365.84,64.5,144.32,51.52,80.03,193.11,69.34,56.47,78.82,62.26,151.495,27.525,103.21,104.98,,84.9,104.89,,76.78,56.62,33.61,16.14,82.215,165.45,135.73,24.81,98.13,37.5,548,554.7,187.97,113.61,104.31,160.5,31.27,100.6,60.58,,42.06,40.55,72.65,202.96,74.39,86.39,97.44,36.09,77.99,50.55,164.95,50.02,57.48,35.69,40.655,104.05,416.69,100.33,20.925,43.15,73,95.62,34.79,81.94,75.33,,69.34,117.2,94.7,83.44,44.28,195.64,32.65,82.07,134.34,57.185,118.29,108.31,96.94,43.67,65.41,48.63,84.68,54.4,82.25,85
2/27/2015,128.46,60.5,47.37,90.03,79.1,291.36,55.33,70.6,157.72,99.14,380.16,81.59,150.85,15.81,409.59,39.14,1237.48,371.42,60.92,147.41,52.42,82.9,180.6,70.82,59.38,78.71,65.2,146.96,29.51,103.87,106.68,,87.28,104.08,,78.55,57.92,33.92,16.34,78.97,176.98,138.78,25.99,103.53,37.31,558.4,562.63,189.79,114.75,102.78,161.94,33.25,102.51,61.28,,41.01,43.3,70.17,200.05,74.09,90.13,98.9,36.935,77.59,50.83,168.65,56.29,58.54,35.79,43.85,103.46,474.91,97.12,22.06,43.82,77.88,98.98,34.32,85.13,82.96,,72.51,121.91,93.485,84.16,45.79,190.36,34.56,76.83,130,58.8,113.63,120.26,101.73,44.61,271.31,49.45,83.08,54.79,83.93,88.54
1/30/2015,117.16,60.35,44.76,84.03,70.13,266.54,48.87,69.79,152.26,96.95,354.53,80.69,145.37,15.15,389.16,36,1009.48,340.51,60.27,143.91,46.95,79.97,151.115,67.52,53.145,73.21,62.98,142.99,26.365,98.16,102.53,,82.38,90.96,,87.14,56.94,36.04,14.71,75.91,169.11,133.21,23.89,104.83,32.62,534.52,537.55,172.41,104.42,97.76,153.31,33.04,100.14,54.38,,41.05,41.17,72,188.37,67.76,82.03,92.44,35.24,71.4,46.5,162.3,53.1,60.28,33.81,40.4,109.24,441.8,92.25,19.205,41.89,80,93.78,31.25,84.29,80.24,,62.46,114.78,87.53,82.39,50.72,198.66,32.92,73.61,125.21,53.45,106.25,117.21,98.84,41.91,254.91,45.71,73.75,51.92,84.98,87.42
12/31/2014,110.38,65.44,45.02,89.31,72.7,257.41,56.01,70.25,159.29,98.85,310.35,93.04,129.98,17.89,339.45,40.57,1140.21,357.56,59.03,150.15,54.11,91.53,166.62,69.19,58.01,82.55,69.06,141.75,27.815,96.31,112.18,,85.71,94.19,,83.54,61.73,37.08,15.5,78.02,173.66,137.62,25.27,94.26,34.91,526.4,530.66,193.83,104.97,99.92,160.44,36.29,104.57,62.58,,42.31,42.22,68.99,192.57,68.8,86.16,93.7,36.325,72.2,54.09,164.32,49.27,56.79,38.8,46.45,106.29,341.61,96.15,20.05,44.97,80.61,94.56,31.15,91.09,81.45,,74.33,115,82.05,85.41,49.11,182.11,33.59,75.91,125.29,53.465,101.09,119.13,111.17,44.95,262.2,46.78,76.2,54.82,85.88,92.45
